,name,line
420,Snow,That was really close.
421,White,What a relief. That was truly nerve-wracking.
422,Oz,............
423,Narrator,"Oz releases my hand before I even realize it. The twins approach me, as I feel drained from exhaustion."
424,Snow,"You worked hard, Sage."
425,White,It's thanks to you that Faust was saved.
426,Narrator,I shake my head limply.
427,Akira,"I didn't do anything...... All I did was stand here. But if I could help, then I'm glad."
428,Heathcliff,That's not true.
429,Narrator,"Heathcliff turns around to look at me. He gazes at me steadily, his eyes still faintly blurred with tears."
430,Heathcliff,Sir Sage...... You chose to listen to us instead of the minister of Central Country. ......And you came along with us. That's why Mr. Faust was saved. Thank you...... I'm grateful from the bottom of my heart.
431,Narrator,"Heathcliff gives me a reserved smile. It is an awkward, but warm smile; I feel Heathcliff's gratitude. I breathe a sigh of relief, and smile back at him."
432,Narrator,"Faust loses consciousness once again, falling into a deep sleep this time. Things seem to be settling down when I catch the movement of a shadow: Oz is wordlessly turning to leave the room."
433,Snow,Oz.
434,White,Where are you going?
435,Oz,I've fulfilled my duty.
436,Cain,"Hang on. Shouldn't we discuss what to do for the battle against the < Great Catastrophe > next year? No one could have predicted the damage that we suffered this time. I want us to be prepared for when the < Great Catastrophe > attacks next year, so we don't have to go through the same tragedy. We need your strength, Oz."
437,Oz,I refuse.
438,Cain,"Don't be so cold...... Aren't we both Central wizards? I know that you don't get close to other people. But if we don't want to lose to the same enemy twice, we should develop our battle strategy by getting to know each other's strengths."
439,Oz,"Young wizards like to gather in groups. There is no meaning to working together. Only those who can survive should survive. If you don't want to be eliminated, then acquire the strength it takes to survive on your own."
440,Cain,......I don't think that way. There are comrades that we wouldn't have lost if only we had joined forces.
441,Oz,You're dreaming.
442,Cain,............
443,Oz,You cannot change destiny.
444,Narrator,"Cain doesn't say anything more. Everyone watches Oz's retreating figure wordlessly, as if they're afraid of something."
445,Narrator,(Door closes)
446,Narrator,"After Oz leaves, the twins start to murmur."
447,Snow,"My, my. What a thing to say...... Even though he's the one who changed destiny with brute force."
448,Cain,Huh?
449,White,"Don't worry about it, we're just musing aloud. I think there's a point in what you said, Cain."
450,Snow,I agree. We expected nothing less from the man who commanded the knights in Central Country.
451,Cain,Thanks. But we won't get anywhere until we get Oz on our side. He's the one most suited to keeping all of us in line.
452,Bradley,.....I'll pass.
453,Cain,Why?
454,Bradley,You're asking why? Who would go against Oz's orders? He'd crush you like a tomato if you even dared to defy him.
455,Cain,"That's why he's perfect for the role. Mithra, Owen, even a prisoner like you - all of you listen to Oz, right?"
456,Heathcliff,Mithra...... Owen...... Those two are scary......
457,Shylock,"If you're looking for someone who's powerful enough to subdue the two of them with magic, then it'd have to be Oz."
458,Bradley,"What do you have to say, you geezers."
459,Snow,"Ohoho. We've already retired, after all."
460,White,Let the elderly retire from the fighting.
461,Bradley,You only bring up your age when it's convenient for you......
462,Akira,(It seems like everyone wants Oz to lend them his strength.) (Even so......)
463,Narrator,"I look slowly around the room. As the situation settles down, the anxiety that I had been pushing away rears its head."
464,Akira,"(What on earth is happening......? I don't think I'm being filmed, not anymore...... And it doesn't feel like I'm dreaming......)"
465,Narrator,"I slap my own cheeks with all my strength, thinking that it might wake me up."
466,Narrator,(Slap)
467,Akira,Ouch......
468,Heathcliff,Sir Sage!?
469,Bradley,Why are you hitting yourself!?
470,Akira,......This really isn't a dream......
471,Snow,The previous sage pinched his own cheeks too.
472,Akira,The previous sage......?
473,White,That's right: the sage who came before you.
474,Snow,I'll show you something nice.
475,White,Come with us.
476,Akira,......But......
477,Snow,"You don't have to be scared. Here, I'll hold your hand."
478,White,You must be feeling helpless.
479,Akira,Ah...... Thank you......
480,Narrator,"Snow and White each take one of my hands, and lead me out of the room."
481,Akira,"Um, Mister Snow, Mister White......"
482,Snow,You don't have to speak so formally to us - that's the kind of position that the Sage has.
483,Akira,"Well then...... Snow, White. Where are you taking me?"
484,White,To where the sage's manuals are.
485,Narrator,Snow and White bring me to a library filled with countless books. I'm overwhelmed by the sheer weight of history and knowledge contained in the room.
486,Akira,......This is......
487,Snow,These are all the sages' books.
488,Akira,All of it......?
489,White,That's right. They're writings left behind by sages who come to this world from another world.
490,Snow,This is the manual written by the previous sage.
491,White,It's written in a language that we can't read. Can you read it?
492,Narrator,"I grow nervous as they hand me a heavy, splendid-looking book. I flip open the first page, my heart beating fast. What greets me on the page is - Japanese."
493,Narrator,(Flips page)
494,Narrator,"""How do I get back to Japan? I want to go back to Tokyo...... I want to eat ramen and oden and curry......"""
495,Akira,(......This is......) (So this really isn't a dream......?)
496,Narrator,(Flips page)
497,Narrator,"I flip to the next page in a hurry as my agitation continues to spike. Following the diary-like entries, I reach a line, written in a shaky hand, that crushes my heart."
498,Narrator,"""It's no use. I can't go back."" ""I have to stay here for the rest of my life."" ""I've been tricked by the wizards."""
499,Narrator,(Tricked?) I turn pale and look towards the twins.
500,Snow,Hmm?
501,White,Hmm~?
502,Snow,What's wrong?
503,White,So you can't read it?
504,Narrator,I'm terrified and lost for words as they approach me with smiles on their faces.
505,Akira,"(""I can't go back""? ""I've been tricked by the wizards""?) (Will that happen to me too....?)"
506,Narrator,"The twins look at each other, then back at me, smiling brightly."
507,Snow,What's wrong? You're making such a childlike face.
508,White,"If you're a child, then we'll become adults."
509,Snow & White,On the count of three......
510,Narrator,"The twins chant in unison, their hands clasped together."
511,Narrator,"Then, they start to rise and grow taller, like bamboo shoots on a rainy day. They look down at me, in the form of slender young men."
512,Snow,"Here, Sage."
513,White,Shall I pat your head?
514,Narrator,"Snow and White might have taken on adult forms in order to comfort me. Until moments ago, a part of me had been enjoying this strange world of magic. But the moment I discover that I can't go back, the shock of seeing the twins turn into adults becomes too much for me to handle......"
515,Narrator,(Slump)
516,Narrator,And I sink to the ground.
517,Snow,Sage!?
518,White,What's wrong!?
519,Akira,Ah....... But you're.... children......
520,Snow,Changing form is child's play.
521,White,Did we startle you too much?
522,Narrator,"I furrow my brows, and ask the question I'm scared of voicing aloud."
523,Akira,......Have you been tricking me......?
524,Narrator,Snow and White smile curiously.
525,Snow,We're not. Our true forms are those of children.
526,White,"Wizards live for a long time. Once we reach the height of our powers, our bodies simply stop aging."
527,Snow,But it feels good to change into adults occasionally.
528,White,What do you think? I'd say we're a rather handsome pair.
529,Narrator,"As if sensing my distress, Snow and White each take a seat next to me, gripping my hands wordlessly."
530,Snow,"Apologies, Sage. We're twins; we aren't familiar with loneliness."
531,White,"We held your hands, thinking you might be feeling helpless, but we cannot truly comprehend the loneliness you feel."
532,Snow,Poor child...... You must want to go home.
533,White,We don't know how to return you to your world either. I'm sorry that we can't be of any help.
534,Narrator,"I can feel the warmth in their comforting words, and in their gazes. I'm reminded of the faces of my family and friends, and warmth wells up in my chest. The two of them tighten their grip on my hands."
535,Snow,"Let's stay like this, until your heart calms down."
536,White,"We're twins, so we aren't familiar with loneliness. But we encountered it for the first time when we lost each other."
537,Akira,......Lost each other?
538,Snow,White is dead. He's no longer of this world - he's a ghost.
539,Narrator,"I look at White in disbelief. White continues smiling at me, the weight of his hand on mine still so tangible. And yet......"
540,White,That's right. I'm no longer alive. Snow simply tied my soul to his to preserve this afterimage of me.
541,Snow,"That loneliness was more than I alone could bear. You're an incredible child: you're all on your own, yet you do not react by hurting others."
542,White,"You must be lonely, and scared. And yet you still saved Faust. Let me thank you once again."
543,Narrator,"I press my mouth into a firm line. I don't want to doubt their kind voices. I gently disentangle our clasped hands and reopen the book, hoping that I've misread something. I turn to the page after ""I've been tricked by the wizards."""
544,Narrator,(Flip)
545,Narrator,"Written there is - ""It was a misunderstanding."""
546,Akira,You're so misleading......!
547,Snow,Wh-what's wrong?
548,White,Is there something strange written in it?
