name,line
Narrator,"Cain doesn't say anything more. Everyone watches Oz's retreating figure wordlessly, as if they're afraid of something."
Narrator,(Door closes)
Narrator,"After Oz leaves, the twins start to murmur."
Snow,"My, my. What a thing to say...... Even though he's the one who changed destiny with brute force."
Cain,Huh?
White,"Don't worry about it, we're just musing aloud. I think there's a point in what you said, Cain."
Snow,I agree. We expected nothing less from the man who commanded the knights in Central Country.
Cain,Thanks. But we won't get anywhere until we get Oz on our side. He's the one most suited to keeping all of us in line.
Bradley,.....I'll pass.
Cain,Why?
Bradley,You're asking why? Who would go against Oz's orders? He'd crush you like a tomato if you even dared to defy him.
Cain,"That's why he's perfect for the role. Mithra, Owen, even a prisoner like you - all of you listen to Oz, right?"
Heathcliff,Mithra...... Owen...... Those two are scary......
Shylock,"If you're looking for someone who's powerful enough to subdue the two of them with magic, then it'd have to be Oz."
Bradley,"What do you have to say, you geezers."
Snow,"Ohoho. We've already retired, after all."
White,Let the elderly retire from the fighting.
Bradley,You only bring up your age when it's convenient for you......
Akira,(It seems like everyone wants Oz to lend them his strength.) (Even so......)
Narrator,"I look slowly around the room. As the situation settles down, the anxiety that I had been pushing away rears its head."
Akira,"(What on earth is happening......? I don't think I'm being filmed, not anymore...... And it doesn't feel like I'm dreaming......)"
Narrator,"I slap my own cheeks with all my strength, thinking that it might wake me up."
Narrator,(Slap)
Akira,Ouch......
Heathcliff,Sir Sage!?
Bradley,Why are you hitting yourself!?
Akira,......This really isn't a dream......
Snow,The previous sage pinched his own cheeks too.
Akira,The previous sage......?
White,That's right: the sage who came before you.
Snow,I'll show you something nice.
White,Come with us.
Akira,......But......
Snow,"You don't have to be scared. Here, I'll hold your hand."
White,You must be feeling helpless.
Akira,Ah...... Thank you......
Narrator,"Snow and White each take one of my hands, and lead me out of the room."
Akira,"Um, Mister Snow, Mister White......"
Snow,You don't have to speak so formally to us - that's the kind of position that the Sage has.
Akira,"Well then...... Snow, White. Where are you taking me?"
White,To where the sage's manuals are.
Narrator,Snow and White bring me to a library filled with countless books. I'm overwhelmed by the sheer weight of history and knowledge contained in the room.
Akira,......This is......
Snow,These are all the sages' books.
Akira,All of it......?
White,That's right. They're writings left behind by sages who come to this world from another world.
Snow,This is the manual written by the previous sage.
White,It's written in a language that we can't read. Can you read it?
Narrator,"I grow nervous as they hand me a heavy, splendid-looking book. I flip open the first page, my heart beating fast. What greets me on the page is - Japanese."
Narrator,(Flips page)
Narrator,"""How do I get back to Japan? I want to go back to Tokyo...... I want to eat ramen and oden and curry......"""
Akira,(......This is......) (So this really isn't a dream......?)
Narrator,(Flips page)
Narrator,"I flip to the next page in a hurry as my agitation continues to spike. Following the diary-like entries, I reach a line, written in a shaky hand, that crushes my heart."
Narrator,"""It's no use. I can't go back."" ""I have to stay here for the rest of my life."" ""I've been tricked by the wizards."""
Narrator,(Tricked?) I turn pale and look towards the twins.
Snow,Hmm?
White,Hmm~?
Snow,What's wrong?
White,So you can't read it?
Narrator,I'm terrified and lost for words as they approach me with smiles on their faces.
Akira,"(""I can't go back""? ""I've been tricked by the wizards""?) (Will that happen to me too....?)"
Narrator,"The twins look at each other, then back at me, smiling brightly."
Snow,What's wrong? You're making such a childlike face.
White,"If you're a child, then we'll become adults."
Snow & White,On the count of three......
Narrator,"The twins chant in unison, their hands clasped together."
Narrator,"Then, they start to rise and grow taller, like bamboo shoots on a rainy day. They look down at me, in the form of slender young men."
Snow,"Here, Sage."
White,Shall I pat your head?
Narrator,"Snow and White might have taken on adult forms in order to comfort me. Until moments ago, a part of me had been enjoying this strange world of magic. But the moment I discover that I can't go back, the shock of seeing the twins turn into adults becomes too much for me to handle......"
Narrator,(Slump)
Narrator,And I sink to the ground.
Snow,Sage!?
White,What's wrong!?
Akira,Ah....... But you're.... children......
Snow,Changing form is child's play.
White,Did we startle you too much?
Narrator,"I furrow my brows, and ask the question I'm scared of voicing aloud."
Akira,......Have you been tricking me......?
Narrator,Snow and White smile curiously.
Snow,We're not. Our true forms are those of children.
White,"Wizards live for a long time. Once we reach the height of our powers, our bodies simply stop aging."
Snow,But it feels good to change into adults occasionally.
White,What do you think? I'd say we're a rather handsome pair.
Narrator,"As if sensing my distress, Snow and White each take a seat next to me, gripping my hands wordlessly."
Snow,"Apologies, Sage. We're twins; we aren't familiar with loneliness."
White,"We held your hands, thinking you might be feeling helpless, but we cannot truly comprehend the loneliness you feel."
Snow,Poor child...... You must want to go home.
White,We don't know how to return you to your world either. I'm sorry that we can't be of any help.
Narrator,"I can feel the warmth in their comforting words, and in their gazes. I'm reminded of the faces of my family and friends, and warmth wells up in my chest. The two of them tighten their grip on my hands."
Snow,"Let's stay like this, until your heart calms down."
White,"We're twins, so we aren't familiar with loneliness. But we encountered it for the first time when we lost each other."
Akira,......Lost each other?
Snow,White is dead. He's no longer of this world - he's a ghost.
Narrator,"I look at White in disbelief. White continues smiling at me, the weight of his hand on mine still so tangible. And yet......"
White,That's right. I'm no longer alive. Snow simply tied my soul to his to preserve this afterimage of me.
Snow,"That loneliness was more than I alone could bear. You're an incredible child: you're all on your own, yet you do not react by hurting others."
White,"You must be lonely, and scared. And yet you still saved Faust. Let me thank you once again."
Narrator,"I press my mouth into a firm line. I don't want to doubt their kind voices. I gently disentangle our clasped hands and reopen the book, hoping that I've misread something. I turn to the page after ""I've been tricked by the wizards."""
Narrator,(Flip)
Narrator,"Written there is - ""It was a misunderstanding."""
Akira,You're so misleading......!
Snow,Wh-what's wrong?
White,Is there something strange written in it?
Narrator,"""Turns out they weren't trying to trick me. I just got depressed and became suspicious. Sorry to all the wizards. Seriously, my bad!"""
Akira,"(The previous sage...... He seems like a pretty laid-back guy) Um...... What kind of person was he, the previous sage who wrote this book?"
Snow,He was a dark-haired man who was clever and fond of talking.
Snow,It seemed to be a rare treasure that was hard to obtain in the previous sage's guild.
Akira,(.......Did he work at some exploitative company?)
Narrator,"""I've been searching all over for a way to get home, but I have yet to come across any solutions, so I made this manual for whoever comes after me."" ""At my company, my previous supervisor quit and left without transitioning his job over properly, so I deeply understand the importance of having a manual."" ""I can only write in Japanese, so I'm sorry about that. This is probably the first manual written in Japanese so far."" ""I found one that seemed to be written in ancient Japanese, but the only word I could read was ‘season,' so I put it away. It's the scrolls on the top shelf."" ""By the way, the sage's manual written by the sage before me is definitely in Arabic no matter how I look at it, but I couldn't read it either, so that was the end of that. "" ""I always left the English e-mails to my juniors at work, so that was it for the English manuals too."" ""The English manuals are collected on the shelves in the western end of the library, and shelved in the middle section. For your reference."""
